Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCN14,OUT035,2973.5855901530153
FDH08,OUT013,3633.8402067336538
FDS20,OUT046,2870.9209625064427
FDV40,OUT049,1397.8865336706817
FDZ48,OUT010,-82.62756841210194
FDS24,OUT027,2925.76420421657
FDK44,OUT049,2832.8254916482583
FDS48,OUT045,2341.0878495190555
FDK26,OUT010,1107.0589083672196
FDD23,OUT045,2938.163902763763
NCH54,OUT017,2624.0805998627184
NCP14,OUT010,-190.33806472314416
FDM60,OUT010,-1084.3882037405117
FDV24,OUT017,2492.2820142895594
FDH08,OUT018,3299.7900819652373
FDS12,OUT027,3444.9290536412873
FDR39,OUT027,4258.044105971734
FDP12,OUT027,2171.8507899866077
DRF60,OUT027,5066.991564997616
FDC09,OUT035,1878.9349656674208
FDF50,OUT018,2822.8054524076965
FDG28,OUT035,3962.20918218938
NCE19,OUT017,1047.2090953539218
NCM53,OUT010,-135.00594918849208
NCN18,OUT049,1870.4306155310744
FDF32,OUT035,3255.037762653641
FDF11,OUT013,3798.2261782588466
DRI59,OUT049,3582.6642222914247
NCG54,OUT035,2782.2450528089926
FDM44,OUT046,1669.1267847389925
FDT57,OUT018,3410.9476701556828
FDV24,OUT046,2384.6890729555835
FDI50,OUT019,1725.3663501227036
FDS09,OUT035,1098.513263834378
NCC31,OUT027,3858.41943380705
FDQ07,OUT019,1568.2391572157746
FDC22,OUT017,3124.1741015231123
FDZ56,OUT046,2677.9180925333853
FDZ40,OUT019,-895.2611901599269
FDS46,OUT027,3385.942002441859
DRD24,OUT045,2168.529840378953
FDV45,OUT017,3072.1012983231826
FDL26,OUT045,2407.0890856882143
FDA56,OUT018,1736.1229777493866
FDN27,OUT046,1917.06158195836
FDM20,OUT049,3901.7134442014144
FDO16,OUT017,1503.3151845426578
FDL03,OUT035,3255.2388967859342
FDE58,OUT046,1895.6656475002055
FDI02,OUT027,3275.1291765257674
NCC55,OUT019,-1159.1639316731935
FDR03,OUT018,3003.474471598258
FDB14,OUT017,1666.3629986797791
FDR45,OUT013,3776.726088263554
NCN07,OUT017,2170.2721271656314
FDM51,OUT019,-131.36675650536898
FDT52,OUT027,5258.461170750712
FDL26,OUT046,2441.7734938711064
NCZ42,OUT046,3681.8038385852215
DRI47,OUT019,448.70341688046096
FDW40,OUT013,2318.3668510081025
FDN34,OUT046,2712.0025420870056
FDS01,OUT035,2960.7252867897014
NCG55,OUT045,1800.6226559182103
FDC11,OUT035,1579.9255294908985
FDX35,OUT018,3285.9147123265325
NCB06,OUT046,2499.74101726316
FDR09,OUT019,2138.7171551333927
FDC53,OUT017,1714.861631702822
FDY45,OUT013,3992.0741936374343
FDA22,OUT010,769.609305242125
FDE02,OUT035,1699.7014550863082
FDW21,OUT045,1649.7075719966724
FDV34,OUT046,1302.7961907190004
FDS59,OUT049,1929.0572538749211
NCW17,OUT017,2142.823918786848
NCK54,OUT046,1874.1525183042636
FDG17,OUT019,1965.6419314446082
FDG35,OUT017,2886.2385405464806
FDD08,OUT010,-1142.090861531588
NCO07,OUT017,3376.874544143083
FDJ10,OUT010,399.09149183323643
FDW36,OUT017,1807.0549315587607
FDW21,OUT010,-151.24471339543106
FDY19,OUT017,2020.532405878286
DRE03,OUT013,883.6719489079119
NCC55,OUT049,801.473762611285
FDH52,OUT010,-724.11553343486
FDO09,OUT017,4207.2691252637305
FDU43,OUT045,3691.043189145539
FDX09,OUT010,875.7481398523407
FDH40,OUT019,-441.4989339177969
FDW58,OUT017,1829.2757414071903
FDC47,OUT017,3614.995394543704
NCR41,OUT035,1688.7719676071956
DRG49,OUT035,3903.9374959267666
FDC52,OUT027,3897.6868931739405
FDY13,OUT046,1271.8655102722676
FDY35,OUT013,905.7875801525801
FDI35,OUT017,2963.0966569490442
NCU18,OUT049,2334.2690373347646
FDY33,OUT018,2277.570967309277
FDC15,OUT027,3888.544002109535
FDU01,OUT049,3085.7507754494573
NCU42,OUT046,2651.4982676666377
NCV29,OUT018,2512.171883523687
NCY30,OUT017,2956.057656334049
FDQ46,OUT049,1914.5482066515456
FDG58,OUT027,3897.8164424778256
FDK33,OUT017,3439.058768747064
NCD07,OUT045,1786.0267680887473
NCX29,OUT027,3688.2017161057106
NCT42,OUT013,2375.869775196012
DRN59,OUT035,961.1518977653832
FDI44,OUT035,1466.6911126408222
FDA45,OUT049,2881.5369420422853
FDP31,OUT045,1088.2634685234932
FDY01,OUT046,1873.4044125372225
FDT09,OUT018,1921.5054082794177
DRH03,OUT027,2974.6855360040204
FDA36,OUT018,2679.126761854999
NCF31,OUT017,2509.3137612177234
FDG14,OUT049,2550.174987830438
FDG28,OUT027,5266.73244146493
FDU14,OUT049,3980.951633671186
FDY47,OUT019,281.1498410821953
FDI56,OUT049,1595.4875645570546
DRD01,OUT013,1050.7012726254447
FDM22,OUT046,1016.6649553291525
FDH33,OUT013,807.7411289660724
DRZ24,OUT013,1921.769608689439
NCQ38,OUT046,1702.1334329069318
FDO16,OUT027,2843.5095579332688
FDU07,OUT027,3797.888337630956
NCB07,OUT013,3047.580137256879
FDU48,OUT045,2061.8065997946937
NCM43,OUT045,2530.2565847500605
FDR31,OUT010,469.40886428828526
DRK49,OUT018,490.8844983904737
NCI30,OUT010,1884.1345990091875
DRD60,OUT017,2930.7836321075847
NCG19,OUT046,3591.9774129261014
FDH12,OUT035,1854.7115717601982
FDM32,OUT035,1677.8247970082457
FDM27,OUT035,2630.7939422461595
NCU53,OUT027,4017.4207130953528
NCQ18,OUT046,1577.4034216822895
FDS10,OUT013,2861.5013250564607
FDB33,OUT027,3933.532957635449
FDI12,OUT013,1499.687148447664
NCW42,OUT013,3451.7736717459024
NCC06,OUT018,1786.218445940766
FDW02,OUT017,2174.397590348818
NCD43,OUT017,1792.2111405203648
FDM57,OUT018,1164.2582284560233
FDA58,OUT017,3760.6985788443476
FDK56,OUT046,2881.2946608244642
FDP52,OUT045,3567.831320694142
FDW20,OUT018,1747.9831096567648
FDS52,OUT049,1768.979192021985
NCT29,OUT018,1643.928579911372
NCL54,OUT013,2779.4358535872316
FDC05,OUT045,3068.0424160072216
FDF34,OUT035,3274.5721168718346
FDP03,OUT027,3469.0608799723664
FDD32,OUT010,-430.4671072894452
FDZ10,OUT045,1995.6699139742873
FDZ40,OUT035,1113.481475531623
FDD51,OUT018,530.4422153339564
NCY30,OUT019,946.1189265503253
FDP58,OUT017,3471.405634469565
FDV49,OUT017,4189.568485352696
FDY24,OUT019,-925.0174984369962
NCO55,OUT017,1814.3650685899142
FDR13,OUT017,2041.4956644931087
FDS51,OUT017,1191.9168121517914
FDP26,OUT045,1629.4316168194316
NCB54,OUT027,3474.2844207747085
FDF32,OUT017,3183.68324200066
FDN31,OUT018,2697.426419831304
DRM48,OUT017,759.9510805292814
FDN20,OUT049,2782.0824881517055
DRL01,OUT046,3623.8390526651874
FDV56,OUT049,1909.926611969373
DRH13,OUT027,3167.804413896031
FDA03,OUT017,2467.5003571797365
FDF47,OUT027,4894.768770303286
FDX32,OUT046,2357.8411596943974
FDX57,OUT049,1741.2408968557643
NCA30,OUT045,2876.897024703431
FDO49,OUT013,977.326424605131
FDL04,OUT019,-170.21762052895923
DRM48,OUT035,819.5309443959048
FDR16,OUT013,3370.3904277993424
NCC19,OUT018,2712.1274500726067
NCE42,OUT045,3576.6274230792255
FDY24,OUT017,1096.031661594208
FDH19,OUT049,2875.28941063372
FDJ46,OUT013,2772.1766637965948
FDN45,OUT010,1586.8974515774046
FDY08,OUT035,2387.910867989245
FDZ37,OUT035,1640.5378920805856
NCT30,OUT045,767.515930089422
DRY23,OUT018,520.7698838797317
NCZ30,OUT018,1681.2184259644778
FDC44,OUT018,1546.847305401478
FDB45,OUT035,1869.474262983731
FDY04,OUT013,2663.5604288964505
FDM27,OUT046,2525.583211681635
FDZ43,OUT017,3879.1912387431807
FDT39,OUT019,593.4271468303336
NCC06,OUT019,162.30242694907554
FDL15,OUT027,3867.270133104488
FDL57,OUT017,4118.318067530745
FDU08,OUT046,1629.8068108989967
FDK40,OUT017,4186.645140782475
FDQ12,OUT010,1691.6469495225476
FDS48,OUT017,2514.095688116036
FDP09,OUT045,3252.5690276998457
FDW21,OUT049,1787.9857594094412
FDY25,OUT035,2996.584968876032
DRE13,OUT017,1514.8123375706064
FDV43,OUT019,-1078.344669661194
FDD22,OUT045,1745.4018343239084
FDM46,OUT019,-381.23916247281704
NCO30,OUT010,1019.1475686614481
FDM25,OUT046,2772.382314186469
NCN41,OUT049,2060.5611223897868
FDU24,OUT045,1500.0483863910256
FDZ50,OUT046,2915.5286474427953
FDP45,OUT013,3973.714072207214
NCM54,OUT045,1944.9333556257582
FDW10,OUT019,890.3858565139242
FDP20,OUT017,2165.29335296642
FDK32,OUT046,2440.648614186755
FDN52,OUT049,1585.2034513332567
FDM58,OUT045,1788.3071235549644
FDZ46,OUT027,3225.473887119334
NCA18,OUT018,1605.8234749393303
FDD35,OUT046,1973.37110721434
NCK31,OUT035,1018.9894104325341
FDI40,OUT027,3098.0061289421633
FDT50,OUT019,-240.28407106040817
NCT06,OUT046,2577.1809421549187
FDT31,OUT035,3104.9895912198654
FDT45,OUT049,1054.901084517047
FDT13,OUT045,2886.0693405278544
FDO50,OUT045,1445.2080514812758
NCU18,OUT010,345.5813240197449
NCR54,OUT049,3119.415173649863
NCO18,OUT018,2520.83004810239
FDU09,OUT045,973.0760581743086
FDT13,OUT018,2689.6039606845325
FDE09,OUT046,1831.3540563121728
NCK53,OUT019,-224.23308296672275
FDG45,OUT049,3415.2929415414424
DRH15,OUT035,933.9141279880716
FDO21,OUT019,1680.4165505336102
FDD14,OUT027,4286.882484258522
FDC09,OUT046,1731.0382286850174
FDH45,OUT027,2256.379148429738
FDV32,OUT046,1113.1999417962388
FDG12,OUT035,2125.3190903822633
FDS32,OUT013,2326.011589227052
NCL55,OUT018,3589.4344579313824
DRE01,OUT035,3858.1363773544094
DRE15,OUT049,1394.8362027901069
NCL42,OUT045,3738.2114840802374
FDP31,OUT013,1160.7935348965134
FDN33,OUT018,1305.8189505663581
FDZ59,OUT046,2626.9428693122513
FDE45,OUT010,936.6878496162547
FDJ07,OUT013,1965.5260417311488
FDQ45,OUT018,2685.4614161304926
FDM33,OUT027,4826.919595530826
FDO15,OUT010,-526.5948364171034
FDM46,OUT013,1540.206205877312
FDR03,OUT045,3204.3777286966224
FDY49,OUT018,2419.559178677454
FDQ60,OUT045,1886.438071490285
FDW10,OUT049,2875.9005798880307
FDO51,OUT049,971.8170759213117
FDJ40,OUT018,1554.3916334408395
FDS20,OUT018,2599.7689440014724
FDU45,OUT013,1913.1027850741516
FDV02,OUT035,2816.887908279662
FDN09,OUT046,3755.176874494398
NCM55,OUT027,4322.092318134832
FDN23,OUT018,2076.4844907820166
FDY31,OUT010,442.6850273249561
FDW03,OUT010,-80.04081588937242
FDD14,OUT046,2846.1437351575064
FDV23,OUT017,2113.502594030933
DRI03,OUT045,2688.8870020784093
FDN13,OUT035,1753.1155655673529
FDF45,OUT027,2528.2545921388323
FDU46,OUT035,1655.843778184665
FDB57,OUT049,3614.4639639687853
FDV12,OUT049,1782.8793879926736
FDQ58,OUT013,2449.9248332601924
NCA18,OUT017,1953.5420054797257
FDH52,OUT049,1218.795953063271
FDM24,OUT018,2156.6421297016404
NCP43,OUT027,4251.024313082056
NCO18,OUT019,898.8948531985616
FDM32,OUT017,1628.7679937117543
NCL07,OUT017,806.1133070138054
FDK03,OUT013,3986.7689764682677
FDP59,OUT017,1822.798810497264
FDQ24,OUT049,3977.3144643164546
FDQ16,OUT018,1529.6718715016975
FDU44,OUT013,2619.7938048282194
FDH28,OUT010,-1124.2822777956849
FDV28,OUT019,-1184.2186629403661
FDM22,OUT045,945.487788354417
FDR56,OUT046,3092.322751589671
FDV39,OUT049,3197.4779587366925
FDU37,OUT019,-493.7619277386491
FDQ11,OUT010,2134.164029165587
FDX02,OUT045,3414.711164698935
NCS42,OUT018,1238.2531870899898
FDY57,OUT027,3014.3127660114665
FDB21,OUT049,3823.3056348596983
FDE28,OUT017,3688.490973570379
FDQ55,OUT017,1996.968655812467
FDA48,OUT049,3548.4678225986577
FDZ19,OUT045,2673.898579333668
NCC43,OUT045,3800.5657060606413
NCV18,OUT046,1328.579435364446
NCA42,OUT018,2233.861576382593
FDY45,OUT046,3966.552674226819
NCC30,OUT045,2731.5074541625486
FDM57,OUT013,1499.8716760520715
FDL09,OUT010,765.7857983355609
FDB09,OUT027,3437.8067277460696
FDT44,OUT035,2055.737612421888
NCT06,OUT027,3998.482065273737
FDX26,OUT049,2975.587497723281
FDK32,OUT013,2511.0028366434426
DRA12,OUT046,2256.0826827772407
FDO46,OUT010,1130.8330084631182
FDE52,OUT013,1531.4306388220639
NCH42,OUT045,3487.6860600119303
FDV08,OUT035,937.463383789659
FDB47,OUT018,3015.844765236774
FDC28,OUT010,-75.12137665998716
FDD22,OUT046,1831.944100178636
FDS07,OUT027,3283.3910739539433
DRI13,OUT045,3302.5488054259463
FDG32,OUT018,3170.572108555662
FDU14,OUT017,3980.5919559167937
FDD28,OUT019,-829.4643867095372
NCP41,OUT017,1871.785499397068
FDS08,OUT049,2859.0353773784277
FDX47,OUT045,2481.4907885263246
FDC53,OUT019,-190.69989744735352
FDQ19,OUT035,3930.864577395223
FDL14,OUT045,2443.550458388794
FDM33,OUT019,1559.6596411093703
FDA51,OUT045,1788.634926241056
FDZ27,OUT018,631.316360598372
FDT04,OUT046,757.9203274099625
DRC13,OUT049,2137.2787691080266
FDR16,OUT027,4793.995402996161
FDQ03,OUT027,5122.172745864493
FDE38,OUT035,2795.1584496207424
DRH23,OUT027,2376.883245680394
FDT11,OUT019,1131.9048683939116
FDD09,OUT035,2979.745484249932
FDR40,OUT045,1370.4261162043251
FDX07,OUT017,3035.301764528474
FDR07,OUT035,1740.5361938056276
FDA51,OUT017,1966.4150514199378
FDT59,OUT019,1729.8580193267887
FDF20,OUT017,3162.374182723063
FDR13,OUT045,1851.7244954045616
FDY26,OUT049,3431.17161928893
FDW04,OUT017,2228.1641249560375
FDK52,OUT017,3621.746205284821
FDN60,OUT049,2585.3024032932303
FDM09,OUT019,854.6776535460847
FDP46,OUT049,1565.1043675732376
FDB50,OUT019,-577.0022710480897
NCQ29,OUT049,4058.3379182324206
FDP16,OUT027,5229.456527453445
FDX33,OUT018,2309.5724639059017
FDP07,OUT010,1187.8866438890066
FDN22,OUT046,3898.373276424231
FDF39,OUT049,4195.626765638726
FDS21,OUT017,1217.461145876836
NCM42,OUT013,1765.4506948667374
FDK50,OUT019,733.2696567582759
DRF13,OUT027,3747.761933285835
FDH35,OUT018,2329.243235354398
FDP60,OUT018,1375.6376732398871
DRJ49,OUT027,3502.5993689705933
NCT42,OUT019,480.5532369454611
FDE38,OUT049,2753.838776756801
FDI04,OUT049,3245.9557162356236
NCH54,OUT045,2407.693266796304
FDT56,OUT049,1164.6929344381717
DRD15,OUT018,3316.948479511339
FDV58,OUT013,3056.355048323338
FDP21,OUT049,3086.9886435820345
FDH05,OUT013,3679.56295899781
FDR10,OUT027,3995.954440768755
NCP06,OUT045,2293.597429956058
FDF33,OUT049,1853.9042651520485
DRK37,OUT013,2970.358058759067
DRH49,OUT045,1337.2106273190943
FDT58,OUT013,2672.205709234219
FDD41,OUT018,1476.011082631861
FDP40,OUT018,1579.9785954415522
FDM51,OUT027,3143.2512070511393
FDO45,OUT010,-383.2422082707171
FDW33,OUT010,-155.17423672517225
FDY24,OUT045,923.4380579581842
FDB10,OUT010,1801.1088199158023
FDM40,OUT035,2376.7800581984857
NCI06,OUT017,2917.765892179552
FDW12,OUT019,474.444264583359
FDX48,OUT027,3929.1020937538883
NCW05,OUT027,3120.8760133226274
FDX27,OUT017,1700.6757831857014
DRM37,OUT045,3004.108488966727
FDA38,OUT045,3688.3185838578693
FDR36,OUT046,773.3058371887837
FDZ45,OUT046,3102.0489103824516
FDG05,OUT017,2644.0501319683503
FDK28,OUT013,4026.4571843299127
FDV47,OUT045,1374.8943544600131
FDN21,OUT045,2476.1749541248946
FDP20,OUT027,3477.4365883326077
FDI35,OUT045,2800.000404804351
DRY23,OUT013,841.6179213394319
FDA56,OUT017,2097.193888500062
FDB09,OUT013,2026.1061797257646
NCO26,OUT027,3290.280584121867
FDQ49,OUT018,2266.3913221760004
FDI52,OUT027,3389.343393365949
FDZ44,OUT027,3332.909829409266
FDZ09,OUT018,2322.695953277304
FDY03,OUT049,1979.1163396457148
NCG42,OUT017,2166.8818553123797
DRI13,OUT027,4804.395707515321
FDQ32,OUT013,2105.737147963871
FDW16,OUT035,1700.903513830218
FDU27,OUT046,865.1428153640709
FDR28,OUT010,754.8618709650757
FDQ49,OUT010,680.8328360148882
FDS37,OUT046,1886.3082586512705
FDW26,OUT018,3191.780687579512
FDX12,OUT018,3522.2168033005805
NCP06,OUT013,2410.4637277578195
FDW45,OUT010,448.93926811934216
NCN30,OUT049,1650.8686082442684
FDN24,OUT049,1038.4682754065773
NCL41,OUT027,2049.3608493142547
FDR02,OUT019,-61.55529270423608
FDD09,OUT010,984.5071681265401
FDS33,OUT010,-394.93977461858316
FDU22,OUT045,1864.125889584498
FDI53,OUT013,2624.0900168396724
DRH01,OUT049,2835.774339737549
FDX32,OUT013,2346.740750369423
NCP30,OUT018,468.7990421337986
FDB60,OUT045,3012.2480648177407
FDB14,OUT049,1680.133476125358
NCP02,OUT035,1140.31549303659
FDJ10,OUT017,2362.983961098699
FDG34,OUT046,1842.7482387237928
NCB18,OUT017,1543.660930352087
FDM16,OUT049,1413.3281678017668
FDW25,OUT018,1150.5427528644702
FDB35,OUT010,-323.7104548572706
DRN11,OUT013,2265.9421514363703
FDF41,OUT019,1938.0238988243843
FDH16,OUT045,1409.8865902940609
NCQ50,OUT018,3026.622229463724
DRH23,OUT018,690.0364987734658
DRJ37,OUT013,2423.985284871259
DRJ24,OUT027,4284.486628954915
FDY16,OUT035,3055.907138171754
FDQ27,OUT045,1703.3116313672679
FDZ33,OUT045,2289.0944533390148
FDF29,OUT045,2099.4993156091577
FDA08,OUT049,2726.4351915538336
FDG31,OUT046,1130.1782829551078
FDE34,OUT019,1012.2143740558456
NCR30,OUT027,2649.3250761373292
FDV33,OUT035,4179.130080264769
DRZ24,OUT018,1652.1310778428244
NCL54,OUT035,2840.6800203956795
FDR12,OUT049,2875.950023292386
NCC54,OUT046,3702.965434365826
DRN59,OUT013,856.2494223455262
FDX50,OUT019,-74.83240826921178
FDV31,OUT027,4216.765282742459
NCA29,OUT027,4126.621740159444
FDW60,OUT049,2937.2249452260517
FDX08,OUT017,2978.133401887009
DRD49,OUT013,3645.6633191424057
FDD33,OUT046,3570.6821667673835
FDW35,OUT013,838.9655842934587
FDJ36,OUT017,1810.645491689143
FDV51,OUT035,2779.9966435277483
FDW36,OUT046,1736.4172407375966
FDH35,OUT046,2607.808771058077
NCS30,OUT027,3487.074256202733
FDN49,OUT017,853.9865581919416
FDL08,OUT018,3546.1775932725914
FDI09,OUT013,3777.917408064279
FDP19,OUT018,1784.3732848863883
FDU21,OUT010,-1192.0522086292901
NCP41,OUT045,1680.5201116633327
FDY10,OUT013,1871.9650235023905
FDP12,OUT018,480.8798409171699
NCN26,OUT049,1965.3804707550169
FDK44,OUT013,2767.0294195222364
FDC28,OUT049,1883.7777487456365
FDJ41,OUT027,5496.432812074761
NCT29,OUT035,2105.946541512058
NCH42,OUT019,1660.8069989977796
FDU60,OUT018,2416.677989195346
FDS02,OUT045,2978.3964830846953
FDC51,OUT046,2036.1006716728607
FDU03,OUT013,2937.197044839688
FDX39,OUT045,3282.093358681829
NCY05,OUT010,-1197.2207893322434
NCL06,OUT027,5405.605928506182
FDD32,OUT035,1538.3363817269778
NCN41,OUT045,1894.1336007808725
NCX53,OUT049,2348.057812058164
FDU57,OUT019,541.0634603502322
FDQ23,OUT046,1708.7318153928777
FDQ52,OUT045,3774.7883859682906
FDC14,OUT045,742.5971803161643
FDY09,OUT035,2936.2974319401246
FDQ28,OUT045,2459.934751697795
FDV25,OUT046,3435.7440233443117
FDJ07,OUT035,2040.1137230318236
DRB25,OUT049,1810.7058917027307
FDK52,OUT019,1627.096943350093
FDY52,OUT027,2536.7626381693567
FDB28,OUT046,3078.535461912976
FDT36,OUT035,826.5961713879417
FDV25,OUT017,3558.2424800907916
NCN07,OUT027,3498.6734485151096
FDC57,OUT017,3171.3357092345036
FDQ03,OUT018,3441.486641580573
FDU23,OUT017,2751.41205765771
NCX41,OUT035,3440.12404944084
NCD06,OUT035,957.8491003004169
FDW08,OUT045,1657.4126765976102
NCU29,OUT017,2393.2682940552922
NCE06,OUT013,2544.170069361704
FDV52,OUT010,45.79642191810581
FDB02,OUT017,2929.872416209713
NCR18,OUT045,720.0683899945253
FDK16,OUT049,1649.6815889945137
NCQ29,OUT010,2067.736523455578
FDZ01,OUT019,-105.27182692013793
FDW27,OUT035,2645.452984120916
FDD17,OUT018,3430.052428041494
FDW39,OUT013,2861.5008478340005
DRH59,OUT045,1153.0474798217406
FDS52,OUT013,1720.8778456322161
FDU40,OUT027,4487.912434907614
NCF54,OUT013,2746.835164826259
FDH46,OUT045,1669.4978326383953
NCP14,OUT049,1756.9939746970226
FDH50,OUT049,3027.9449980885647
DRF15,OUT010,549.6582315370422
FDV27,OUT027,2927.8467477396903
NCJ06,OUT049,2026.3511945828443
FDN02,OUT018,2939.8295225857846
FDQ51,OUT049,1000.9666415406582
FDQ07,OUT017,3597.223294404967
FDS45,OUT049,1871.9428873526347
NCJ06,OUT045,1876.219406099408
FDD36,OUT035,2054.226767006067
FDY25,OUT045,2814.0261950015474
FDU52,OUT046,2452.0850552457146
DRK47,OUT017,3601.338999326769
NCL30,OUT017,2142.2429649807773
