Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDV56,OUT049,1879.0
DRH13,OUT027,3190.0
FDA03,OUT017,2467.0
FDF47,OUT027,4993.0
FDX32,OUT046,2373.0
FDX57,OUT049,1705.0
NCA30,OUT045,2912.0
FDO49,OUT013,904.0
FDL04,OUT019,-223.0
DRM48,OUT035,757.0
FDR16,OUT013,3420.0
NCC19,OUT018,2749.0
NCE42,OUT045,3637.0
FDY24,OUT017,1037.0
FDH19,OUT049,2896.0
FDJ46,OUT013,2788.0
FDN45,OUT010,1615.0
FDY08,OUT035,2397.0
FDZ37,OUT035,1601.0
NCT30,OUT045,696.0
DRY23,OUT018,455.0
NCZ30,OUT018,1661.0
FDC44,OUT018,1525.0
FDB45,OUT035,1839.0
FDY04,OUT013,2672.0
FDM27,OUT046,2553.0
FDZ43,OUT017,3951.0
FDT39,OUT019,565.0
NCC06,OUT019,119.0
FDL15,OUT027,3911.0
FDL57,OUT017,4203.0
FDU08,OUT046,1605.0
FDK40,OUT017,4275.0
FDQ12,OUT010,1715.0
FDS48,OUT017,2517.0
FDP09,OUT045,3295.0
FDW21,OUT049,1754.0
FDY25,OUT035,3025.0
DRE13,OUT017,1483.0
FDV43,OUT019,-1181.0
FDD22,OUT045,1721.0
FDM46,OUT019,-435.0
NCO30,OUT010,1009.0
FDM25,OUT046,2807.0
NCN41,OUT049,2047.0
FDU24,OUT045,1465.0
FDZ50,OUT046,2957.0
FDP45,OUT013,4048.0
NCM54,OUT045,1928.0
FDW10,OUT019,885.0
FDP20,OUT017,2151.0
FDK32,OUT046,2455.0
FDN52,OUT049,1550.0
FDM58,OUT045,1759.0
FDZ46,OUT027,3242.0
NCA18,OUT018,1583.0
FDD35,OUT046,1965.0
NCK31,OUT035,953.0
FDI40,OUT027,3110.0
FDT50,OUT019,-295.0
NCT06,OUT046,2603.0
FDT31,OUT035,3135.0
FDT45,OUT049,987.0
FDT13,OUT045,2911.0
FDO50,OUT045,1403.0
NCU18,OUT010,307.0
NCR54,OUT049,3161.0
NCO18,OUT018,2541.0
FDU09,OUT045,907.0
FDT13,OUT018,2713.0
FDE09,OUT046,1817.0
NCK53,OUT019,-285.0
FDG45,OUT049,3471.0
DRH15,OUT035,879.0
FDO21,OUT019,1705.0
FDD14,OUT027,4361.0
FDC09,OUT046,1709.0
FDH45,OUT027,2224.0
FDV32,OUT046,1069.0
FDG12,OUT035,2109.0
FDS32,OUT013,2316.0
NCL55,OUT018,3665.0
DRE01,OUT035,3953.0
DRE15,OUT049,1354.0
NCL42,OUT045,3810.0
FDP31,OUT013,1104.0
FDN33,OUT018,1269.0
FDZ59,OUT046,2657.0
FDE45,OUT010,923.0
FDJ07,OUT013,1940.0
FDQ45,OUT018,2707.0
FDM33,OUT027,4923.0
FDO15,OUT010,-621.0
FDM46,OUT013,1504.0
FDR03,OUT045,3243.0
FDY49,OUT018,2427.0
FDQ60,OUT045,1869.0
FDW10,OUT049,2899.0
FDO51,OUT049,899.0
FDJ40,OUT018,1523.0
FDS20,OUT018,2623.0
FDU45,OUT013,1884.0
FDV02,OUT035,2839.0
FDN09,OUT046,3837.0
NCM55,OUT027,4395.0
FDN23,OUT018,2075.0
FDY31,OUT010,407.0
FDW03,OUT010,-147.0
FDD14,OUT046,2893.0
FDV23,OUT017,2103.0
DRI03,OUT045,2719.0
FDN13,OUT035,1729.0
FDF45,OUT027,2501.0
FDU46,OUT035,1615.0
FDB57,OUT049,3669.0
FDV12,OUT049,1750.0
FDQ58,OUT013,2448.0
NCA18,OUT017,1935.0
FDH52,OUT049,1159.0
FDM24,OUT018,2159.0
NCP43,OUT027,4317.0
NCO18,OUT019,893.0
FDM32,OUT017,1585.0
NCL07,OUT017,727.0
FDK03,OUT013,4064.0
FDP59,OUT017,1789.0
FDQ24,OUT049,4057.0
FDQ16,OUT018,1496.0
FDU44,OUT013,2628.0
FDH28,OUT010,-1235.0
FDV28,OUT019,-1283.0
FDM22,OUT045,873.0
FDR56,OUT046,3145.0
FDV39,OUT049,3234.0
FDU37,OUT019,-563.0
FDQ11,OUT010,2181.0
FDX02,OUT045,3469.0
NCS42,OUT018,1199.0
FDY57,OUT027,3019.0
FDB21,OUT049,3903.0
FDE28,OUT017,3757.0
FDQ55,OUT017,1971.0
FDA48,OUT049,3611.0
FDZ19,OUT045,2697.0
NCC43,OUT045,3882.0
NCV18,OUT046,1301.0
NCA42,OUT018,2241.0
FDY45,OUT046,4057.0
NCC30,OUT045,2752.0
FDM57,OUT013,1452.0
FDL09,OUT010,751.0
FDB09,OUT027,3462.0
FDT44,OUT035,2043.0
NCT06,OUT027,4052.0
FDX26,OUT049,3006.0
FDK32,OUT013,2512.0
DRA12,OUT046,2277.0
FDO46,OUT010,1123.0
FDE52,OUT013,1484.0
NCH42,OUT045,3550.0
FDV08,OUT035,865.0
FDB47,OUT018,3061.0
FDC28,OUT010,-137.0
FDD22,OUT046,1825.0
FDS07,OUT027,3304.0
DRI13,OUT045,3361.0
FDG32,OUT018,3229.0
FDU14,OUT017,4057.0
FDD28,OUT019,-921.0
NCP41,OUT017,1845.0
FDS08,OUT049,2885.0
FDX47,OUT045,2487.0
FDC53,OUT019,-255.0
FDQ19,OUT035,4005.0
FDL14,OUT045,2447.0
FDM33,OUT019,1591.0
FDA51,OUT045,1771.0
FDZ27,OUT018,554.0
FDT04,OUT046,695.0
DRC13,OUT049,2134.0
FDR16,OUT027,4890.0
FDQ03,OUT027,5231.0
FDE38,OUT035,2817.0
DRH23,OUT027,2369.0
FDT11,OUT019,1133.0
FDD09,OUT035,3007.0
FDR40,OUT045,1319.0
FDX07,OUT017,3061.0
FDR07,OUT035,1709.0
FDA51,OUT017,1953.0
FDT59,OUT019,1761.0
FDF20,OUT017,3199.0
FDR13,OUT045,1825.0
FDY26,OUT049,3477.0
FDW04,OUT017,2219.0
FDK52,OUT017,3683.0
FDN60,OUT049,2597.0
FDM09,OUT019,849.0
FDP46,OUT049,1525.0
FDB50,OUT019,-643.0
NCQ29,OUT049,4149.0
FDP16,OUT027,5341.0
FDX33,OUT018,2321.0
FDP07,OUT010,1187.0
FDN22,OUT046,3993.0
FDF39,OUT049,4281.0
FDS21,OUT017,1151.0
NCM42,OUT013,1736.0
FDK50,OUT019,717.0
DRF13,OUT027,3799.0
FDH35,OUT018,2337.0
FDP60,OUT018,1336.0
DRJ49,OUT027,3541.0
NCT42,OUT019,455.0
FDE38,OUT049,2773.0
FDI04,OUT049,3288.0
NCH54,OUT045,2417.0
FDT56,OUT049,1105.0
DRD15,OUT018,3389.0
FDV58,OUT013,3092.0
FDP21,OUT049,3119.0
FDH05,OUT013,3744.0
FDR10,OUT027,4044.0
NCP06,OUT045,2292.0
FDF33,OUT049,1825.0
DRK37,OUT013,3012.0
DRH49,OUT045,1297.0
FDT58,OUT013,2688.0
FDD41,OUT018,1445.0
FDP40,OUT018,1551.0
FDM51,OUT027,3149.0
FDO45,OUT010,-465.0
FDW33,OUT010,-215.0
FDY24,OUT045,859.0
FDB10,OUT010,1835.0
FDM40,OUT035,2385.0
NCI06,OUT017,2947.0
FDW12,OUT019,445.0
FDX48,OUT027,3974.0
NCW05,OUT027,3139.0
FDX27,OUT017,1667.0
DRM37,OUT045,3053.0
FDA38,OUT045,3757.0
FDR36,OUT046,713.0
FDZ45,OUT046,3153.0
FDG05,OUT017,2657.0
FDK28,OUT013,4108.0
FDV47,OUT045,1327.0
FDN21,OUT045,2485.0
FDP20,OUT027,3502.0
FDI35,OUT045,2823.0
DRY23,OUT013,776.0
FDA56,OUT017,2079.0
FDB09,OUT013,2004.0
NCO26,OUT027,3314.0
FDQ49,OUT018,2267.0
FDI52,OUT027,3414.0
FDZ44,OUT027,3353.0
FDZ09,OUT018,2335.0
FDY03,OUT049,1957.0
NCG42,OUT017,2156.0
DRI13,OUT027,4906.0
FDQ32,OUT013,2088.0
FDW16,OUT035,1663.0
FDU27,OUT046,811.0
FDR28,OUT010,729.0
FDQ49,OUT010,651.0
FDS37,OUT046,1877.0
FDW26,OUT018,3247.0
FDX12,OUT018,3585.0
NCP06,OUT013,2412.0
FDW45,OUT010,409.0
NCN30,OUT049,1613.0
FDN24,OUT049,975.0
NCL41,OUT027,2008.0
FDR02,OUT019,-121.0
FDD09,OUT010,971.0
FDS33,OUT010,-473.0
FDU22,OUT045,1845.0
FDI53,OUT013,2640.0
DRH01,OUT049,2873.0
FDX32,OUT013,2344.0
NCP30,OUT018,385.0
FDB60,OUT045,3045.0
FDB14,OUT049,1645.0
NCP02,OUT035,1082.0
FDJ10,OUT017,2367.0
FDG34,OUT046,1829.0
NCB18,OUT017,1501.0
FDM16,OUT049,1362.0
FDW25,OUT018,1101.0
FDB35,OUT010,-399.0
DRN11,OUT013,2280.0
FDF41,OUT019,1995.0
FDH16,OUT045,1365.0
NCQ50,OUT018,3071.0
DRH23,OUT018,639.0
DRJ37,OUT013,2436.0
DRJ24,OUT027,4369.0
FDY16,OUT035,3089.0
FDQ27,OUT045,1671.0
FDZ33,OUT045,2293.0
FDF29,OUT045,2083.0
FDA08,OUT049,2741.0
FDG31,OUT046,1081.0
FDE34,OUT019,1013.0
NCR30,OUT027,2638.0
FDV33,OUT035,4265.0
DRZ24,OUT018,1642.0
NCL54,OUT035,2870.0
FDR12,OUT049,2897.0
NCC54,OUT046,3791.0
DRN59,OUT013,788.0
FDX50,OUT019,-129.0
FDV31,OUT027,4285.0
NCA29,OUT027,4188.0
FDW60,OUT049,2961.0
FDX08,OUT017,3005.0
DRD49,OUT013,3728.0
FDD33,OUT046,3649.0
FDW35,OUT013,756.0
FDJ36,OUT017,1785.0
FDV51,OUT035,2797.0
FDW36,OUT046,1721.0
FDH35,OUT046,2633.0
NCS30,OUT027,3523.0
FDN49,OUT017,779.0
FDL08,OUT018,3616.0
FDI09,OUT013,3848.0
FDP19,OUT018,1776.0
FDU21,OUT010,-1309.0
NCP41,OUT045,1648.0
FDY10,OUT013,1844.0
FDP12,OUT018,396.0
NCN26,OUT049,1947.0
FDK44,OUT013,2788.0
FDC28,OUT049,1859.0
FDJ41,OUT027,5623.0
NCT29,OUT035,2096.0
NCH42,OUT019,1695.0
FDU60,OUT018,2427.0
FDS02,OUT045,3017.0
FDC51,OUT046,2029.0
FDU03,OUT013,2964.0
FDX39,OUT045,3327.0
NCY05,OUT010,-1313.0
NCL06,OUT027,5534.0
FDD32,OUT035,1493.0
NCN41,OUT045,1875.0
NCX53,OUT049,2345.0
FDU57,OUT019,521.0
FDQ23,OUT046,1689.0
FDQ52,OUT045,3851.0
FDC14,OUT045,661.0
FDY09,OUT035,2961.0
FDQ28,OUT045,2465.0
FDV25,OUT046,3505.0
FDJ07,OUT035,2021.0
DRB25,OUT049,1795.0
FDK52,OUT019,1659.0
FDY52,OUT027,2515.0
FDB28,OUT046,3133.0
FDT36,OUT035,753.0
FDV25,OUT017,3617.0
NCN07,OUT027,3527.0
FDC57,OUT017,3205.0
FDQ03,OUT018,3505.0
FDU23,OUT017,2767.0
NCX41,OUT035,3492.0
NCD06,OUT035,894.0
FDW08,OUT045,1631.0
NCU29,OUT017,2395.0
NCE06,OUT013,2560.0
FDV52,OUT010,-5.0
FDB02,OUT017,2953.0
NCR18,OUT045,640.0
FDK16,OUT049,1618.0
NCQ29,OUT010,2123.0
FDZ01,OUT019,-169.0
FDW27,OUT035,2667.0
FDD17,OUT018,3493.0
FDW39,OUT013,2880.0
DRH59,OUT045,1107.0
FDS52,OUT013,1684.0
FDU40,OUT027,4561.0
NCF54,OUT013,2764.0
FDH46,OUT045,1635.0
NCP14,OUT049,1735.0
FDH50,OUT049,3064.0
DRF15,OUT010,527.0
FDV27,OUT027,2925.0
NCJ06,OUT049,2009.0
FDN02,OUT018,2980.0
FDQ51,OUT049,926.0
FDQ07,OUT017,3657.0
FDS45,OUT049,1844.0
NCJ06,OUT045,1854.0
FDD36,OUT035,2035.0
FDY25,OUT045,2837.0
FDU52,OUT046,2473.0
DRK47,OUT017,3675.0
NCL30,OUT017,2131.0
FDN22,OUT035,4143.0
NCF30,OUT027,3442.0
FDK03,OUT035,4225.0
FDT45,OUT017,1017.0
NCC54,OUT027,5211.0
FDP08,OUT018,2855.0
FDU44,OUT046,2643.0
DRG39,OUT035,1015.0
FDU32,OUT049,2065.0
FDY27,OUT049,2945.0
NCP54,OUT013,1980.0
NCZ41,OUT049,2099.0
DRL49,OUT013,2308.0
FDI05,OUT018,1002.0
FDY56,OUT045,3553.0
DRC13,OUT013,2064.0
NCV29,OUT017,2932.0
FDR24,OUT049,1585.0
FDZ34,OUT018,2761.0
FDP37,OUT035,2153.0
FDX08,OUT027,4343.0
FDS57,OUT045,2181.0
NCG18,OUT049,1735.0
FDK25,OUT018,2434.0
FDH53,OUT049,1469.0
DRI59,OUT018,3247.0
FDA52,OUT046,2845.0
FDT20,OUT010,-1255.0
FDE36,OUT019,737.0
FDI24,OUT017,2873.0
FDB28,OUT018,2879.0
FDV11,OUT017,2945.0
FDP01,OUT046,2501.0
FDD34,OUT027,4045.0
FDJ50,OUT027,2339.0
FDZ44,OUT013,1940.0
DRO59,OUT035,1369.0
DRB48,OUT045,635.0
FDR21,OUT018,2513.0
NCE42,OUT010,1785.0
FDO23,OUT046,1497.0
NCE30,OUT018,3055.0
FDQ22,OUT035,797.0
FDY01,OUT045,1801.0
FDS08,OUT017,2925.0
FDG28,OUT018,3667.0
FDQ51,OUT018,587.0
FDB05,OUT017,4033.0
FDO56,OUT049,2018.0
FDE02,OUT018,1203.0
FDN45,OUT017,3617.0
FDS09,OUT013,888.0
NCA54,OUT018,2587.0
FDP09,OUT010,1461.0
FDC53,OUT045,1543.0
NCM55,OUT017,3031.0
FDL09,OUT018,2443.0
FDA11,OUT019,-381.0
FDA50,OUT045,1455.0
FDC23,OUT017,2951.0
FDE22,OUT049,2639.0
FDD23,OUT046,3013.0
NCA29,OUT049,2827.0
FDK38,OUT046,2353.0
DRC13,OUT046,1989.0
NCP43,OUT049,2927.0
FDX28,OUT049,1697.0
FDF08,OUT049,1598.0
FDZ33,OUT046,2379.0
FDD10,OUT049,2983.0
FDO58,OUT017,2689.0
FDI50,OUT017,3785.0
FDO58,OUT045,2573.0
FDX08,OUT013,2912.0
NCK17,OUT010,-1241.0
FDF39,OUT035,4329.0
FDU45,OUT010,-65.0
NCJ18,OUT018,1567.0
DRC27,OUT019,1979.0
DRC25,OUT035,1519.0
FDU59,OUT035,2695.0
FDU28,OUT035,3185.0
NCP30,OUT046,679.0
FDB39,OUT018,650.0
FDE41,OUT013,1472.0
DRH11,OUT010,-1001.0
FDA58,OUT045,3653.0
FDU50,OUT046,1893.0
FDM34,OUT013,2104.0
FDM44,OUT027,3113.0
FDR39,OUT045,2845.0
FDM25,OUT045,2763.0
FDQ49,OUT049,2639.0
DRH25,OUT018,597.0
FDM09,OUT027,4214.0
FDL44,OUT019,687.0
NCR42,OUT018,269.0
DRL59,OUT046,879.0
FDX43,OUT013,2704.0
DRK47,OUT010,1653.0
FDU48,OUT018,1837.0
FDY12,OUT045,795.0
NCN43,OUT018,1679.0
NCM55,OUT018,2621.0
FDQ21,OUT027,3445.0
FDX13,OUT035,4111.0
NCK30,OUT027,5433.0
FDG20,OUT049,2915.0
DRG27,OUT017,757.0
FDY14,OUT018,3897.0
FDP59,OUT035,1843.0
FDU60,OUT017,2829.0
NCC18,OUT019,767.0
DRJ39,OUT017,3543.0
FDS07,OUT049,1917.0
FDM08,OUT027,5023.0
FDP51,OUT045,1899.0
FDU16,OUT035,1519.0
FDH12,OUT013,1740.0
DRE48,OUT010,1191.0
NCL42,OUT027,5297.0
FDR21,OUT045,2753.0
NCW29,OUT035,2227.0
FDO11,OUT013,4032.0
NCM31,OUT049,2325.0
FDV35,OUT019,553.0
FDF58,OUT017,1129.0
NCE43,OUT049,2755.0
FDA02,OUT035,2489.0
DRL37,OUT010,-1177.0
FDR24,OUT018,1247.0
FDW59,OUT049,1457.0
FDS22,OUT049,907.0
FDW24,OUT017,937.0
FDU24,OUT035,1699.0
FDA21,OUT027,4426.0
FDH58,OUT027,3345.0
FDW36,OUT018,1404.0
FDI45,OUT027,4217.0
FDU01,OUT018,2729.0
FDF35,OUT027,3198.0
FDU43,OUT019,1895.0
FDE24,OUT019,393.0
FDK50,OUT049,2703.0
FDG31,OUT045,977.0
FDC60,OUT045,1423.0
FDL36,OUT013,1488.0
FDP21,OUT013,3084.0
FDW16,OUT045,1445.0
FDX02,OUT017,3655.0
FDQ58,OUT027,3927.0
FDT51,OUT046,1837.0
FDD59,OUT049,1429.0
NCM42,OUT018,1465.0
FDA57,OUT018,419.0
FDZ48,OUT035,1941.0
FDE46,OUT045,2371.0
NCZ30,OUT019,27.0
FDB56,OUT017,3123.0
FDA25,OUT027,3184.0
FDD20,OUT013,2044.0
FDL25,OUT013,1552.0
NCO18,OUT049,2895.0
FDJ45,OUT017,697.0
FDR12,OUT035,2899.0
NCF19,OUT010,-1139.0
FDK25,OUT046,2673.0
NCR17,OUT046,1819.0
FDC52,OUT046,2477.0
NCA54,OUT017,2956.0
FDR45,OUT010,1877.0
NCM19,OUT049,1899.0
FDF39,OUT027,5667.0
FDX23,OUT049,1669.0
FDD58,OUT027,3071.0
FDX28,OUT013,1640.0
NCD31,OUT013,2600.0
FDU57,OUT018,2167.0
FDI27,OUT046,817.0
NCM42,OUT046,1725.0
FDD32,OUT027,2828.0
FDI34,OUT013,3684.0
NCM29,OUT049,2163.0
